"champ";"statut";"annee";"periode";"date du resultat";"ipe";eff;lib;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/04 15:54:54";="620103432";0;Confirmation de codage non enregistrée;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/05 09:24:19";="590782637";0;Confirmation de codage enregistrée;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:19";="590782637";0;Confirmation de codage non enregistrée;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 12:10:15";="590781803";0;Confirmation de codage enregistrée;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:15";="590781803";0;Confirmation de codage non enregistrée;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 17:41:29";="590780227";0;Confirmation de codage enregistrée;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:29";="590780227";0;Confirmation de codage non enregistrée;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:45:42";="800000044";0;Confirmation de codage enregistrée;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:42";="800000044";0;Confirmation de codage non enregistrée;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/07 20:01:41";="590781902";0;Confirmation de codage enregistrée;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:41";="590781902";0;Confirmation de codage non enregistrée;2023.7;X590781902;07SEP23;20:00:41
